StartAddress,Waypoint1,Waypoint2,Waypoint3,Waypoint4,Waypoint5,Waypoint6,EndAddress,Distance1,Distance2,Distance3,Distance4,Distance5,Distance6,Distance7,TotalDistance
"Carlton Cres, Summer Hill NSW 2130, Australia","Melbourne VIC, Australia","Victoria, Australia","Wollongong NSW 2500, Australia","New South Wales, Australia","Nowra NSW 2541, Australia","New South Wales, Australia","Narooma NSW 2546, Australia",865761,197566,893519,657432,725526,711725,780333,4831862
